"text","tipo","sensibile"
"Eight people embark on an expedition into the Congo a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk When the thrillseekers  some with ulterior motives  stumble across a race of killer apes",4,0
"On a US nuclear missile sub a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so",4,0
"This movie chronicles the life and times of R Crumb Robert Crumb is the cartoonistartist who drew Keep On Truckin Fritz the Cat and played a major pioneering role in the genesis of underground comix Through interviews with his mother two brothers wife and exgirlfriends as well as selections from his vast quantity of graphic art we are treated to a darkly comic ride through one mans subconscious mind",4,0
"A gunslinger is embroiled in a war with a local drug runner",4,0
"In late 1940s Los Angeles Easy Rawlins is an unemployed black World War II veteran with few job prospects At a bar Easy meets DeWitt Albright a mysterious white man looking for someone to investigate the disappearance of a missing white woman named Daphne Monet who he suspects is hiding out in one of the citys black jazz clubs Strapped for money and facing house payments Easy takes the job but soon finds himself in over his head",4,1
"New York detective John McClane is back and kicking badguy butt in the third installment of this actionpacked series which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives McClane thought hed seen it all until a genius named Simon engages McClane his new partner  and his beloved city  in a deadly game that demands their concentration",4,1
"Jordan White and Amy Blue two troubled teens pick up an adolescent drifter Xavier Red Together the threesome embark on a sex and violencefilled journey through an America of psychos and quickiemarts",4,1
"After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons tragic consequences result",4,0
"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama Arthur is reluctant to hand the crown to Lancelot and Guinevere is torn between her loyalty to her husband and her growing love for his rival But Lancelot must balance his loyalty to the throne with the rewards of true love",4,0
"Jesse becomes reunited with Willy three years after the whales jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill",4,0
"Along with his new friends a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus",4,0
"Jeffery a young gay man in New York decides that sex is too much and decided to become celibate He immediately meets the man of his dreams and must decide whether or not love is worth the danger of a boyfriend dying",4,1
"A data courier literally carrying a data package inside his head must deliver it before he dies from the burden or is killed by the Yakuza  In a dystopian 2021 Johnny Keanu Reeves is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks On one delivery run he accepts a package that not only exceeds the implants safety limits  and will kill him if the data is not removed in time  but also contains information far more important and valuable than he had ever imagined On a race against time he must avoid the assassins sent to kill him and remove the data before it too ends his life",4,0
